contact_pair	end2	region1	region2	pixel_size	chrom2	chrom1	start2	dist_from_diag	end1	start1	Sample	value	Patient	Celltype
(('chr7', 1230000, 1240000), ('chr10', 100730000, 100750000))	100750000	('chr7', 1230000, 1240000)	('chr10', 100730000, 100750000)	200000000	chr10	chr7	100730000	99505000.0	1240000	1230000	2M_NeuN-		2M	NeuN-
(('chr7', 1230000, 1240000), ('chr10', 101220000, 101240000))	101240000	('chr7', 1230000, 1240000)	('chr10', 101220000, 101240000)	200000000	chr10	chr7	101220000	99995000.0	1240000	1230000	2M_NeuN-		2M	NeuN-
(('chr7', 1230000, 1240000), ('chr12', 53900000, 54070000))	54070000	('chr7', 1230000, 1240000)	('chr12', 53900000, 54070000)	1700000000	chr12	chr7	53900000	52750000.0	1240000	1230000	2M_NeuN-		2M	NeuN-
(('chr7', 1230000, 1240000), ('chr17', 48500000, 48640000))	48640000	('chr7', 1230000, 1240000)	('chr17', 48500000, 48640000)	1400000000	chr17	chr7	48500000	47335000.0	1240000	1230000	2M_NeuN-		2M	NeuN-
(('chr7', 1230000, 1240000), ('chr17', 49000000, 49020000))	49020000	('chr7', 1230000, 1240000)	('chr17', 49000000, 49020000)	200000000	chr17	chr7	49000000	47775000.0	1240000	1230000	2M_NeuN-		2M	NeuN-
(('chr7', 1230000, 1240000), ('chr17', 79780000, 79800000))	79800000	('chr7', 1230000, 1240000)	('chr17', 79780000, 79800000)	200000000	chr17	chr7	79780000	78555000.0	1240000	1230000	2M_NeuN-		2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 20780000, 20790000))	20790000	('chr7', 19100000, 19110000)	('chr7', 20780000, 20790000)	100000000	chr7	chr7	20780000	1680000.0	19110000	19100000	2M_NeuN-	1.2654401025854336	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 23450000, 23470000))	23470000	('chr7', 19100000, 19110000)	('chr7', 23450000, 23470000)	200000000	chr7	chr7	23450000	4355000.0	19110000	19100000	2M_NeuN-	1.3713742030352756	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 25850000, 25860000))	25860000	('chr7', 19100000, 19110000)	('chr7', 25850000, 25860000)	100000000	chr7	chr7	25850000	6750000.0	19110000	19100000	2M_NeuN-	1.3857332563821132	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 25940000, 25950000))	25950000	('chr7', 19100000, 19110000)	('chr7', 25940000, 25950000)	100000000	chr7	chr7	25940000	6840000.0	19110000	19100000	2M_NeuN-	1.2491324684538185	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 27080000, 27240000))	27240000	('chr7', 19100000, 19110000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	8055000.0	19110000	19100000	2M_NeuN-	1.0582997770595208	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 35240000, 35250000))	35250000	('chr7', 19100000, 19110000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	16140000.0	19110000	19100000	2M_NeuN-	1.7925860473344717	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 122290000, 122300000))	122300000	('chr7', 19100000, 19110000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	103190000.0	19110000	19100000	2M_NeuN-	1.475303725099993	2M	NeuN-
(('chr7', 19100000, 19110000), ('chr7', 157000000, 157010000))	157010000	('chr7', 19100000, 19110000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	137900000.0	19110000	19100000	2M_NeuN-	0.5144738759168369	2M	NeuN-
(('chr7', 20780000, 20790000), ('chr7', 23450000, 23470000))	23470000	('chr7', 20780000, 20790000)	('chr7', 23450000, 23470000)	200000000	chr7	chr7	23450000	2675000.0	20790000	20780000	2M_NeuN-	1.3458046304456897	2M	NeuN-
(('chr7', 20780000, 20790000), ('chr7', 25850000, 25860000))	25860000	('chr7', 20780000, 20790000)	('chr7', 25850000, 25860000)	100000000	chr7	chr7	25850000	5070000.0	20790000	20780000	2M_NeuN-	0.9549151376288738	2M	NeuN-
(('chr7', 20780000, 20790000), ('chr7', 27080000, 27240000))	27240000	('chr7', 20780000, 20790000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	6375000.0	20790000	20780000	2M_NeuN-	1.2802234544514937	2M	NeuN-
(('chr7', 20780000, 20790000), ('chr7', 35240000, 35250000))	35250000	('chr7', 20780000, 20790000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	14460000.0	20790000	20780000	2M_NeuN-	2.2250491078989056	2M	NeuN-
(('chr7', 20780000, 20790000), ('chr7', 122290000, 122300000))	122300000	('chr7', 20780000, 20790000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	101510000.0	20790000	20780000	2M_NeuN-	0.6689936652257088	2M	NeuN-
(('chr7', 23450000, 23470000), ('chr7', 25850000, 25860000))	25860000	('chr7', 23450000, 23470000)	('chr7', 25850000, 25860000)	200000000	chr7	chr7	25850000	2395000.0	23470000	23450000	2M_NeuN-	1.3658686869514496	2M	NeuN-
(('chr7', 23450000, 23470000), ('chr7', 25940000, 25950000))	25950000	('chr7', 23450000, 23470000)	('chr7', 25940000, 25950000)	200000000	chr7	chr7	25940000	2485000.0	23470000	23450000	2M_NeuN-	1.2975102641562941	2M	NeuN-
(('chr7', 23450000, 23470000), ('chr7', 27080000, 27240000))	27240000	('chr7', 23450000, 23470000)	('chr7', 27080000, 27240000)	3200000000	chr7	chr7	27080000	3700000.0	23470000	23450000	2M_NeuN-	1.5899754138887225	2M	NeuN-
(('chr7', 23450000, 23470000), ('chr7', 35240000, 35250000))	35250000	('chr7', 23450000, 23470000)	('chr7', 35240000, 35250000)	200000000	chr7	chr7	35240000	11785000.0	23470000	23450000	2M_NeuN-	1.7091888887108304	2M	NeuN-
(('chr7', 23450000, 23470000), ('chr7', 97000000, 97010000))	97010000	('chr7', 23450000, 23470000)	('chr7', 97000000, 97010000)	200000000	chr7	chr7	97000000	73545000.0	23470000	23450000	2M_NeuN-	0.5545617503809653	2M	NeuN-
(('chr7', 23450000, 23470000), ('chr7', 157000000, 157010000))	157010000	('chr7', 23450000, 23470000)	('chr7', 157000000, 157010000)	200000000	chr7	chr7	157000000	133545000.0	23470000	23450000	2M_NeuN-	1.3058247606193172	2M	NeuN-
(('chr7', 25850000, 25860000), ('chr7', 27080000, 27240000))	27240000	('chr7', 25850000, 25860000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	1305000.0	25860000	25850000	2M_NeuN-	2.108584574751583	2M	NeuN-
(('chr7', 25850000, 25860000), ('chr7', 35240000, 35250000))	35250000	('chr7', 25850000, 25860000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	9390000.0	25860000	25850000	2M_NeuN-	1.85078040347315	2M	NeuN-
(('chr7', 25850000, 25860000), ('chr7', 122290000, 122300000))	122300000	('chr7', 25850000, 25860000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	96440000.0	25860000	25850000	2M_NeuN-	0.47048921600026433	2M	NeuN-
(('chr7', 25850000, 25860000), ('chr7', 155420000, 155520000))	155520000	('chr7', 25850000, 25860000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	129615000.0	25860000	25850000	2M_NeuN-	2.746396759460539	2M	NeuN-
(('chr7', 25850000, 25860000), ('chr7', 157000000, 157010000))	157010000	('chr7', 25850000, 25860000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	131150000.0	25860000	25850000	2M_NeuN-	1.6696405560019774	2M	NeuN-
(('chr7', 25940000, 25950000), ('chr7', 27080000, 27240000))	27240000	('chr7', 25940000, 25950000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	1215000.0	25950000	25940000	2M_NeuN-	2.028716384988031	2M	NeuN-
(('chr7', 25940000, 25950000), ('chr7', 35240000, 35250000))	35250000	('chr7', 25940000, 25950000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	9300000.0	25950000	25940000	2M_NeuN-	1.6580132234557448	2M	NeuN-
(('chr7', 25940000, 25950000), ('chr7', 155420000, 155520000))	155520000	('chr7', 25940000, 25950000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	129525000.0	25950000	25940000	2M_NeuN-	2.7884589317149033	2M	NeuN-
(('chr7', 25940000, 25950000), ('chr7', 157000000, 157010000))	157010000	('chr7', 25940000, 25950000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	131060000.0	25950000	25940000	2M_NeuN-	1.4676878117800913	2M	NeuN-
(('chr7', 27080000, 27240000), ('chr7', 35240000, 35250000))	35250000	('chr7', 27080000, 27240000)	('chr7', 35240000, 35250000)	1600000000	chr7	chr7	35240000	8085000.0	27240000	27080000	2M_NeuN-	2.435042335132534	2M	NeuN-
(('chr7', 27080000, 27240000), ('chr7', 97000000, 97010000))	97010000	('chr7', 27080000, 27240000)	('chr7', 97000000, 97010000)	1600000000	chr7	chr7	97000000	69845000.0	27240000	27080000	2M_NeuN-	1.2910204985731113	2M	NeuN-
(('chr7', 27080000, 27240000), ('chr7', 122290000, 122300000))	122300000	('chr7', 27080000, 27240000)	('chr7', 122290000, 122300000)	1600000000	chr7	chr7	122290000	95135000.0	27240000	27080000	2M_NeuN-	1.1234106335060108	2M	NeuN-
(('chr7', 27080000, 27240000), ('chr7', 155420000, 155520000))	155520000	('chr7', 27080000, 27240000)	('chr7', 155420000, 155520000)	16000000000	chr7	chr7	155420000	128310000.0	27240000	27080000	2M_NeuN-	1.9939320225556376	2M	NeuN-
(('chr7', 27080000, 27240000), ('chr7', 157000000, 157010000))	157010000	('chr7', 27080000, 27240000)	('chr7', 157000000, 157010000)	1600000000	chr7	chr7	157000000	129845000.0	27240000	27080000	2M_NeuN-	2.285811645095084	2M	NeuN-
(('chr7', 35240000, 35250000), ('chr7', 97000000, 97010000))	97010000	('chr7', 35240000, 35250000)	('chr7', 97000000, 97010000)	100000000	chr7	chr7	97000000	61760000.0	35250000	35240000	2M_NeuN-	1.5622735855045662	2M	NeuN-
(('chr7', 35240000, 35250000), ('chr7', 122290000, 122300000))	122300000	('chr7', 35240000, 35250000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	87050000.0	35250000	35240000	2M_NeuN-	1.2223131258384086	2M	NeuN-
(('chr7', 35240000, 35250000), ('chr7', 155420000, 155520000))	155520000	('chr7', 35240000, 35250000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	120225000.0	35250000	35240000	2M_NeuN-	1.418923220254844	2M	NeuN-
(('chr7', 35240000, 35250000), ('chr7', 157000000, 157010000))	157010000	('chr7', 35240000, 35250000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	121760000.0	35250000	35240000	2M_NeuN-	1.1358103479308463	2M	NeuN-
(('chr7', 97000000, 97010000), ('chr7', 122290000, 122300000))	122300000	('chr7', 97000000, 97010000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	25290000.0	97010000	97000000	2M_NeuN-	1.2149221165020232	2M	NeuN-
(('chr7', 97000000, 97010000), ('chr7', 155420000, 155520000))	155520000	('chr7', 97000000, 97010000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	58465000.0	97010000	97000000	2M_NeuN-	1.1276044674815233	2M	NeuN-
(('chr7', 97000000, 97010000), ('chr7', 157000000, 157010000))	157010000	('chr7', 97000000, 97010000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	60000000.0	97010000	97000000	2M_NeuN-	1.163923743868706	2M	NeuN-
(('chr7', 155420000, 155520000), ('chr7', 157000000, 157010000))	157010000	('chr7', 155420000, 155520000)	('chr7', 157000000, 157010000)	1000000000	chr7	chr7	157000000	1535000.0	155520000	155420000	2M_NeuN-	1.6950203771910826	2M	NeuN-
(('chr7', 155420000, 155520000), ('chr8', 11690000, 11700000))	11700000	('chr7', 155420000, 155520000)	('chr8', 11690000, 11700000)	1000000000	chr8	chr7	11690000	143775000.0	155520000	155420000	2M_NeuN-		2M	NeuN-
(('chr7', 155420000, 155520000), ('chr12', 53900000, 54070000))	54070000	('chr7', 155420000, 155520000)	('chr12', 53900000, 54070000)	17000000000	chr12	chr7	53900000	101485000.0	155520000	155420000	2M_NeuN-		2M	NeuN-
(('chr8', 11690000, 11700000), ('chr8', 23710000, 23720000))	23720000	('chr8', 11690000, 11700000)	('chr8', 23710000, 23720000)	100000000	chr8	chr8	23710000	12020000.0	11700000	11690000	2M_NeuN-	2.247347866711891	2M	NeuN-
(('chr8', 11690000, 11700000), ('chr8', 26040000, 26050000))	26050000	('chr8', 11690000, 11700000)	('chr8', 26040000, 26050000)	100000000	chr8	chr8	26040000	14350000.0	11700000	11690000	2M_NeuN-	1.2531747749890862	2M	NeuN-
(('chr8', 11690000, 11700000), ('chr8', 54450000, 54460000))	54460000	('chr8', 11690000, 11700000)	('chr8', 54450000, 54460000)	100000000	chr8	chr8	54450000	42760000.0	11700000	11690000	2M_NeuN-	1.3382863095971058	2M	NeuN-
(('chr8', 11690000, 11700000), ('chr8', 98940000, 98950000))	98950000	('chr8', 11690000, 11700000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	87250000.0	11700000	11690000	2M_NeuN-	2.4673555450672686	2M	NeuN-
(('chr8', 11690000, 11700000), ('chr10', 123130000, 123140000))	123140000	('chr8', 11690000, 11700000)	('chr10', 123130000, 123140000)	100000000	chr10	chr8	123130000	111440000.0	11700000	11690000	2M_NeuN-		2M	NeuN-
(('chr8', 11690000, 11700000), ('chr10', 129960000, 129970000))	129970000	('chr8', 11690000, 11700000)	('chr10', 129960000, 129970000)	100000000	chr10	chr8	129960000	118270000.0	11700000	11690000	2M_NeuN-		2M	NeuN-
(('chr8', 11690000, 11700000), ('chr16', 86500000, 86510000))	86510000	('chr8', 11690000, 11700000)	('chr16', 86500000, 86510000)	100000000	chr16	chr8	86500000	74810000.0	11700000	11690000	2M_NeuN-		2M	NeuN-
(('chr8', 11690000, 11700000), ('chr16', 86560000, 86570000))	86570000	('chr8', 11690000, 11700000)	('chr16', 86560000, 86570000)	100000000	chr16	chr8	86560000	74870000.0	11700000	11690000	2M_NeuN-		2M	NeuN-
(('chr8', 11690000, 11700000), ('chr17', 48500000, 48640000))	48640000	('chr8', 11690000, 11700000)	('chr17', 48500000, 48640000)	1400000000	chr17	chr8	48500000	36875000.0	11700000	11690000	2M_NeuN-		2M	NeuN-
(('chr8', 11690000, 11700000), ('chr8', 64550000, 64560000))	64560000	('chr8', 11690000, 11700000)	('chr8', 64550000, 64560000)	100000000	chr8	chr8	64550000	52860000.0	11700000	11690000	2M_NeuN-	1.6079099933700722	2M	NeuN-
(('chr8', 23710000, 23720000), ('chr8', 26040000, 26050000))	26050000	('chr8', 23710000, 23720000)	('chr8', 26040000, 26050000)	100000000	chr8	chr8	26040000	2330000.0	23720000	23710000	2M_NeuN-	1.0674035427367083	2M	NeuN-
(('chr8', 23710000, 23720000), ('chr8', 54450000, 54460000))	54460000	('chr8', 23710000, 23720000)	('chr8', 54450000, 54460000)	100000000	chr8	chr8	54450000	30740000.0	23720000	23710000	2M_NeuN-	0.7210335599067563	2M	NeuN-
(('chr8', 23710000, 23720000), ('chr8', 76670000, 76680000))	76680000	('chr8', 23710000, 23720000)	('chr8', 76670000, 76680000)	100000000	chr8	chr8	76670000	52960000.0	23720000	23710000	2M_NeuN-	0.828178735697594	2M	NeuN-
(('chr8', 23710000, 23720000), ('chr8', 98940000, 98950000))	98950000	('chr8', 23710000, 23720000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	75230000.0	23720000	23710000	2M_NeuN-	1.338745111940925	2M	NeuN-
(('chr8', 26040000, 26050000), ('chr8', 54450000, 54460000))	54460000	('chr8', 26040000, 26050000)	('chr8', 54450000, 54460000)	100000000	chr8	chr8	54450000	28410000.0	26050000	26040000	2M_NeuN-	0.5539484936103013	2M	NeuN-
(('chr8', 26040000, 26050000), ('chr8', 98940000, 98950000))	98950000	('chr8', 26040000, 26050000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	72900000.0	26050000	26040000	2M_NeuN-	1.0425269325563922	2M	NeuN-
(('chr8', 54450000, 54460000), ('chr8', 71550000, 71560000))	71560000	('chr8', 54450000, 54460000)	('chr8', 71550000, 71560000)	100000000	chr8	chr8	71550000	17100000.0	54460000	54450000	2M_NeuN-	1.3682774349921907	2M	NeuN-
(('chr8', 54450000, 54460000), ('chr8', 76670000, 76680000))	76680000	('chr8', 54450000, 54460000)	('chr8', 76670000, 76680000)	100000000	chr8	chr8	76670000	22220000.0	54460000	54450000	2M_NeuN-	0.46451311630551717	2M	NeuN-
(('chr8', 54450000, 54460000), ('chr8', 98940000, 98950000))	98950000	('chr8', 54450000, 54460000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	44490000.0	54460000	54450000	2M_NeuN-	0.8989428926457265	2M	NeuN-
(('chr8', 54450000, 54460000), ('chr8', 64550000, 64560000))	64560000	('chr8', 54450000, 54460000)	('chr8', 64550000, 64560000)	100000000	chr8	chr8	64550000	10100000.0	54460000	54450000	2M_NeuN-	1.2777228306245916	2M	NeuN-
(('chr8', 71550000, 71560000), ('chr8', 76670000, 76680000))	76680000	('chr8', 71550000, 71560000)	('chr8', 76670000, 76680000)	100000000	chr8	chr8	76670000	5120000.0	71560000	71550000	2M_NeuN-	0.26727116721163297	2M	NeuN-
(('chr8', 71550000, 71560000), ('chr8', 98940000, 98950000))	98950000	('chr8', 71550000, 71560000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	27390000.0	71560000	71550000	2M_NeuN-	0.5454099055805745	2M	NeuN-
(('chr8', 71550000, 71560000), ('chr8', 64550000, 64560000))	64560000	('chr8', 71550000, 71560000)	('chr8', 64550000, 64560000)	100000000	chr8	chr8	64550000	7000000.0	71560000	71550000	2M_NeuN-		2M	NeuN-
(('chr8', 76670000, 76680000), ('chr8', 98940000, 98950000))	98950000	('chr8', 76670000, 76680000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	22270000.0	76680000	76670000	2M_NeuN-	0.6720765188054595	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 14310000, 14320000))	14320000	('chr9', 830000, 1040000)	('chr9', 14310000, 14320000)	2100000000	chr9	chr9	14310000	13380000.0	1040000	830000	2M_NeuN-	1.0069026692091165	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 21970000, 21990000))	21990000	('chr9', 830000, 1040000)	('chr9', 21970000, 21990000)	4200000000	chr9	chr9	21970000	21045000.0	1040000	830000	2M_NeuN-	2.202136594831702	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 37010000, 37030000))	37030000	('chr9', 830000, 1040000)	('chr9', 37010000, 37030000)	4200000000	chr9	chr9	37010000	36085000.0	1040000	830000	2M_NeuN-	1.815883114674219	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 68360000, 68460000))	68460000	('chr9', 830000, 1040000)	('chr9', 68360000, 68460000)	21000000000	chr9	chr9	68360000	67475000.0	1040000	830000	2M_NeuN-	1.3271188189063112	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 77010000, 77020000))	77020000	('chr9', 830000, 1040000)	('chr9', 77010000, 77020000)	2100000000	chr9	chr9	77010000	76080000.0	1040000	830000	2M_NeuN-	1.1065679171885978	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 93940000, 93950000))	93950000	('chr9', 830000, 1040000)	('chr9', 93940000, 93950000)	2100000000	chr9	chr9	93940000	93010000.0	1040000	830000	2M_NeuN-	1.5684992916702232	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 97810000, 97850000))	97850000	('chr9', 830000, 1040000)	('chr9', 97810000, 97850000)	8400000000	chr9	chr9	97810000	96895000.0	1040000	830000	2M_NeuN-	2.8057408344209978	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 122210000, 122220000))	122220000	('chr9', 830000, 1040000)	('chr9', 122210000, 122220000)	2100000000	chr9	chr9	122210000	121280000.0	1040000	830000	2M_NeuN-	6.678229525095733	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 126610000, 126620000))	126620000	('chr9', 830000, 1040000)	('chr9', 126610000, 126620000)	2100000000	chr9	chr9	126610000	125680000.0	1040000	830000	2M_NeuN-	1.7761990625952757	2M	NeuN-
(('chr9', 830000, 1040000), ('chr9', 132460000, 132610000))	132610000	('chr9', 830000, 1040000)	('chr9', 132460000, 132610000)	31500000000	chr9	chr9	132460000	131600000.0	1040000	830000	2M_NeuN-	0.8406773012621663	2M	NeuN-
(('chr9', 14310000, 14320000), ('chr9', 21970000, 21990000))	21990000	('chr9', 14310000, 14320000)	('chr9', 21970000, 21990000)	200000000	chr9	chr9	21970000	7665000.0	14320000	14310000	2M_NeuN-	1.2996732377075937	2M	NeuN-
(('chr9', 21970000, 21990000), ('chr9', 37010000, 37030000))	37030000	('chr9', 21970000, 21990000)	('chr9', 37010000, 37030000)	400000000	chr9	chr9	37010000	15040000.0	21990000	21970000	2M_NeuN-	0.6476636247932959	2M	NeuN-
(('chr9', 21970000, 21990000), ('chr9', 68360000, 68460000))	68460000	('chr9', 21970000, 21990000)	('chr9', 68360000, 68460000)	2000000000	chr9	chr9	68360000	46430000.0	21990000	21970000	2M_NeuN-	1.8267274051581421	2M	NeuN-
(('chr9', 21970000, 21990000), ('chr9', 77010000, 77020000))	77020000	('chr9', 21970000, 21990000)	('chr9', 77010000, 77020000)	200000000	chr9	chr9	77010000	55035000.0	21990000	21970000	2M_NeuN-	1.6570399815528936	2M	NeuN-
(('chr9', 21970000, 21990000), ('chr9', 122210000, 122220000))	122220000	('chr9', 21970000, 21990000)	('chr9', 122210000, 122220000)	200000000	chr9	chr9	122210000	100235000.0	21990000	21970000	2M_NeuN-	0.3669566366246515	2M	NeuN-
(('chr9', 21970000, 21990000), ('chr9', 126610000, 126620000))	126620000	('chr9', 21970000, 21990000)	('chr9', 126610000, 126620000)	200000000	chr9	chr9	126610000	104635000.0	21990000	21970000	2M_NeuN-	0.0	2M	NeuN-
(('chr9', 37010000, 37030000), ('chr9', 77010000, 77020000))	77020000	('chr9', 37010000, 37030000)	('chr9', 77010000, 77020000)	200000000	chr9	chr9	77010000	39995000.0	37030000	37010000	2M_NeuN-	0.8388251697189381	2M	NeuN-
(('chr9', 37010000, 37030000), ('chr9', 93940000, 93950000))	93950000	('chr9', 37010000, 37030000)	('chr9', 93940000, 93950000)	200000000	chr9	chr9	93940000	56925000.0	37030000	37010000	2M_NeuN-	0.9984269699721149	2M	NeuN-
(('chr9', 37010000, 37030000), ('chr9', 97810000, 97850000))	97850000	('chr9', 37010000, 37030000)	('chr9', 97810000, 97850000)	800000000	chr9	chr9	97810000	60810000.0	37030000	37010000	2M_NeuN-	1.4029921355117705	2M	NeuN-
(('chr9', 37010000, 37030000), ('chr9', 122210000, 122220000))	122220000	('chr9', 37010000, 37030000)	('chr9', 122210000, 122220000)	200000000	chr9	chr9	122210000	85195000.0	37030000	37010000	2M_NeuN-	1.6194955442351826	2M	NeuN-
(('chr9', 37010000, 37030000), ('chr9', 126610000, 126620000))	126620000	('chr9', 37010000, 37030000)	('chr9', 126610000, 126620000)	200000000	chr9	chr9	126610000	89595000.0	37030000	37010000	2M_NeuN-	2.8622937112794173	2M	NeuN-
(('chr9', 37010000, 37030000), ('chr9', 132460000, 132610000))	132610000	('chr9', 37010000, 37030000)	('chr9', 132460000, 132610000)	3000000000	chr9	chr9	132460000	95515000.0	37030000	37010000	2M_NeuN-	0.8973268338682666	2M	NeuN-
(('chr9', 68360000, 68460000), ('chr9', 77010000, 77020000))	77020000	('chr9', 68360000, 68460000)	('chr9', 77010000, 77020000)	1000000000	chr9	chr9	77010000	8605000.0	68460000	68360000	2M_NeuN-	1.5109118073529173	2M	NeuN-
(('chr9', 77010000, 77020000), ('chr9', 93940000, 93950000))	93950000	('chr9', 77010000, 77020000)	('chr9', 93940000, 93950000)	100000000	chr9	chr9	93940000	16930000.0	77020000	77010000	2M_NeuN-	0.5164462840158832	2M	NeuN-
(('chr9', 77010000, 77020000), ('chr9', 97810000, 97850000))	97850000	('chr9', 77010000, 77020000)	('chr9', 97810000, 97850000)	400000000	chr9	chr9	97810000	20815000.0	77020000	77010000	2M_NeuN-	0.6836991435207618	2M	NeuN-
(('chr9', 77010000, 77020000), ('chr9', 122210000, 122220000))	122220000	('chr9', 77010000, 77020000)	('chr9', 122210000, 122220000)	100000000	chr9	chr9	122210000	45200000.0	77020000	77010000	2M_NeuN-	0.6021611113359918	2M	NeuN-
(('chr9', 77010000, 77020000), ('chr9', 126610000, 126620000))	126620000	('chr9', 77010000, 77020000)	('chr9', 126610000, 126620000)	100000000	chr9	chr9	126610000	49600000.0	77020000	77010000	2M_NeuN-	0.9958513696736067	2M	NeuN-
(('chr9', 77010000, 77020000), ('chr9', 113000000, 113020000))	113020000	('chr9', 77010000, 77020000)	('chr9', 113000000, 113020000)	200000000	chr9	chr9	113000000	35995000.0	77020000	77010000	2M_NeuN-	0.715138376387348	2M	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 97810000, 97850000))	97850000	('chr9', 93940000, 93950000)	('chr9', 97810000, 97850000)	400000000	chr9	chr9	97810000	3885000.0	93950000	93940000	2M_NeuN-	1.2740844105766103	2M	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 122210000, 122220000))	122220000	('chr9', 93940000, 93950000)	('chr9', 122210000, 122220000)	100000000	chr9	chr9	122210000	28270000.0	93950000	93940000	2M_NeuN-	1.752174576937815	2M	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 126610000, 126620000))	126620000	('chr9', 93940000, 93950000)	('chr9', 126610000, 126620000)	100000000	chr9	chr9	126610000	32670000.0	93950000	93940000	2M_NeuN-	1.2851377731507372	2M	NeuN-
(('chr9', 93940000, 93950000), ('chr9', 132460000, 132610000))	132610000	('chr9', 93940000, 93950000)	('chr9', 132460000, 132610000)	1500000000	chr9	chr9	132460000	38590000.0	93950000	93940000	2M_NeuN-	2.2388365255025593	2M	NeuN-
(('chr9', 97810000, 97850000), ('chr9', 122210000, 122220000))	122220000	('chr9', 97810000, 97850000)	('chr9', 122210000, 122220000)	400000000	chr9	chr9	122210000	24385000.0	97850000	97810000	2M_NeuN-	1.4186830296463535	2M	NeuN-
(('chr9', 97810000, 97850000), ('chr9', 113000000, 113020000))	113020000	('chr9', 97810000, 97850000)	('chr9', 113000000, 113020000)	800000000	chr9	chr9	113000000	15180000.0	97850000	97810000	2M_NeuN-	1.1184528676968009	2M	NeuN-
(('chr9', 122210000, 122220000), ('chr9', 126610000, 126620000))	126620000	('chr9', 122210000, 122220000)	('chr9', 126610000, 126620000)	100000000	chr9	chr9	126610000	4400000.0	122220000	122210000	2M_NeuN-	1.0442717552970908	2M	NeuN-
(('chr9', 122210000, 122220000), ('chr9', 132460000, 132610000))	132610000	('chr9', 122210000, 122220000)	('chr9', 132460000, 132610000)	1500000000	chr9	chr9	132460000	10320000.0	122220000	122210000	2M_NeuN-	1.1998094769243528	2M	NeuN-
(('chr9', 122210000, 122220000), ('chr9', 113000000, 113020000))	113020000	('chr9', 122210000, 122220000)	('chr9', 113000000, 113020000)	200000000	chr9	chr9	113000000	9205000.0	122220000	122210000	2M_NeuN-		2M	NeuN-
(('chr9', 126610000, 126620000), ('chr9', 132460000, 132610000))	132610000	('chr9', 126610000, 126620000)	('chr9', 132460000, 132610000)	1500000000	chr9	chr9	132460000	5920000.0	126620000	126610000	2M_NeuN-	1.2292424876075858	2M	NeuN-
